feature,target
37.454011884736246,104.07026505303148
95.07143064099162,246.1835398501497
73.1993941811405,193.45728933552877
59.86584841970366,149.72677647625468
15.601864044243651,47.90630067142157
15.599452033620265,50.78419294160939
5.8083612168199465,31.910373265757446
86.61761457749351,223.95268535236553
60.11150117432088,156.23628492133628
70.80725777960456,184.50935923108872
2.0584494295802447,19.72313416246098
96.99098521619943,254.121218588797
83.24426408004217,215.46185918127023
21.233911067827616,65.65111483513583
18.182496720710063,55.94162954851536
18.34045098534338,60.694352416022895
30.42422429595377,82.55029527049766
52.475643163223786,139.55079717507064
43.194501864211574,116.02571389486815
29.122914019804192,75.4897103088499
61.18528947223795,164.44382506591774
13.949386065204184,46.178741523909906
29.214464853521815,83.06172941701685
36.63618432936917,100.4175251565472
45.606998421703594,116.94064234400692
78.51759613930136,204.1907637344266
19.967378215835975,58.204872956956095
51.42344384136116,134.54722325729483
59.24145688620425,157.29721365718055
4.645041271999773,23.632857464072124
60.75448519014384,171.31714248141225
17.052412368729154,53.50391998598208
6.505159298527952,27.5506501999337
94.88855372533332,246.8491547345025
96.56320330745594,241.81415219214463
80.83973481164611,211.9667676518692
30.46137691733707,86.4545933430478
9.767211400638388,46.734239064022404
68.42330265121569,180.0964518041336
44.01524937396013,121.54586014656839
12.203823484477883,40.33599986266849
49.51769101112702,127.9508373397199
3.4388521115218396,24.311244351379703
90.9320402078782,241.0897656831294
25.87799816000169,78.65015513521946
66.2522284353982,171.0836338145218
31.171107608941096,94.94174057703323
52.00680211778108,133.0077499804913
54.67102793432797,149.61185530482126
18.485445552552704,67.16589201043165
96.95846277645586,247.4434753154862
77.51328233611146,200.95171719226477
93.9498941564189,245.37299221648547
89.48273504276489,231.18945933633123
59.78999788110851,151.7216775474406
92.18742350231169,240.81137362980934
8.84925020519195,26.81160694434935
19.59828624191452,61.36367775796221
4.522728891053807,16.7097010564655
32.53303307632643,99.08225471590379
38.8677289689482,103.25305596068931
27.134903177389592,76.2269503624456
82.87375091519293,221.25196337483067
35.67533266935893,93.03401009122756
28.093450968738075,81.37092709486583
54.26960831582485,152.20973456097425
14.092422497476264,37.19364007088452
80.21969807540397,211.47241448117146
7.455064367977082,29.93707489118482
98.68869366005173,260.6308485090159
77.22447692966574,196.87643876977396
19.87156815341724,53.07663731812172
0.5522117123602399,13.990237108985088
81.54614284548342,215.35028047987447
70.68573438476172,187.96680021363366
72.90071680409874,193.98403305773172
77.12703466859458,199.41746306359397
7.4044651734090365,29.67243141932761
35.84657285442726,101.08179450256155
11.586905952512971,35.39550779115059
86.31034258755935,235.10472902462217
62.329812682755794,168.1936963114484
33.08980248526492,86.76798872714906
6.355835028602364,29.17235561467506
31.09823217156622,82.87217207777894
32.518332202674706,95.23125352539903
72.96061783380641,198.19452247955303
63.75574713552131,165.28595624704474
88.72127425763266,236.62006629030327
47.22149251619493,130.11763592516982
11.959424593830171,44.008862284547874
71.3244787222995,197.7951617190185
76.07850486168974,198.96932157421
56.127719756949624,146.5506185705866
77.0967179954561,198.29422284051265
49.379559636439076,129.36984766627052
52.27328293819941,140.297698798428
42.75410183585496,118.59101446372061
2.541912674409519,17.738235682673896
10.789142699330444,41.10877299350623
