2025-01-07 10:40:56,708 CRIT Supervisor is running as root.  Privileges were not dropped because no user is specified in the config file.  If you intend to run as root, you can set user=root in the config file to avoid this message.
2025-01-07 10:40:56,711 INFO supervisord started with pid 7
2025-01-07 10:40:57,715 INFO spawned: 'app' with pid 8
2025-01-07 10:40:57,721 INFO spawned: 'nginx' with pid 9
2025-01-07 10:40:58,753 INFO success: app entered RUNNING state, process has stayed up for > than 1 seconds (startsecs)
2025-01-07 10:40:58,753 INFO success: nginx entered RUNNING state, process has stayed up for > than 1 seconds (startsecs)
Bottle v0.13.2 server starting up (using WSGIRefServer())...
Listening on http://localhost:5000/
Hit Ctrl-C to quit.

[CTRL] POST /setup
[Time: 07.01.25 10:41:03] [Level: info] id: b5354c432f0a7d94
[Time: 07.01.25 10:41:03] [Level: info] coordinator: True
[Time: 07.01.25 10:41:03] [Level: info] clients: ['2c9214ec200e9dab', 'b5354c432f0a7d94']
[Time: 07.01.25 10:41:03] [Level: info] state: initial
[Time: 07.01.25 10:41:03] [Level: info] [State: initial] Reading configuration file...
[Time: 07.01.25 10:41:03] [Level: info] [State: initial] Initializing: Setting iteration to 0, setting max_iterations to 3...
[Time: 07.01.25 10:41:03] [Level: info] [State: initial] Done reading configuration file.
[Time: 07.01.25 10:41:03] [Level: info] [State: initial] Max Iterations: 10
[Time: 07.01.25 10:41:03] [Level: info] [State: initial] Reading training data...
127.0.0.1 - - [07/Jan/2025 10:41:03] "POST /api/setup HTTP/1.0" 200 0
127.0.0.1 - - [07/Jan/2025 10:41:03] "GET /api/status HTTP/1.0" 200 155
[Time: 07.01.25 10:41:03] [Level: info] transition: compute
[Time: 07.01.25 10:41:04] [Level: info] state: compute
[Time: 07.01.25 10:41:04] [Level: info] [State: compute] ITERATION 1
[Time: 07.01.25 10:41:04] [Level: info] [State: compute] Loading global model...
[Time: 07.01.25 10:41:04] [Level: info] [State: compute] Fitting model...
[Time: 07.01.25 10:41:04] [Level: info] [State: compute] Score is: 0.996262943324241
[Time: 07.01.25 10:41:04] [Level: info] transition: aggregate
[Time: 07.01.25 10:41:05] [Level: info] state: aggregate
[Time: 07.01.25 10:41:05] [Level: info] transition: compute
127.0.0.1 - - [07/Jan/2025 10:41:06] "GET /api/status HTTP/1.0" 200 156
[CTRL] GET /data
127.0.0.1 - - [07/Jan/2025 10:41:06] "GET /api/data HTTP/1.0" 200 190
[Time: 07.01.25 10:41:06] [Level: info] state: compute
[Time: 07.01.25 10:41:06] [Level: info] [State: compute] ITERATION 2
127.0.0.1 - - [07/Jan/2025 10:41:09] "GET /api/status HTTP/1.0" 200 155
