feature,target
79.48113035416485,251.58553732757923
50.26370931051921,155.86275935869475
57.69038846263591,171.20060483057208
49.25176938188639,155.99003246550205
19.52429877980445,64.96631420842763
72.24521152615053,217.53411643834002
28.07723624408558,89.72032332718686
2.431596643145384,9.59759475140383
64.54722959071678,199.4363101889091
17.711067940704893,62.76811854376201
94.04585843529144,298.2396930188918
95.39285770025873,282.51386460898823
91.48643902204485,294.3905506887284
37.01587002554444,102.38299547997579
1.5456616528867428,8.574489293411146
92.83185625877253,287.6137892217096
42.81841483173143,135.4221875693395
96.66548190436696,290.6375490743567
96.36199770892529,292.62913737427493
85.300945546736,257.4518300975962
29.444889206958567,89.20911432226623
38.50977286019253,126.47653325972475
85.11366715168569,262.8401098568124
31.692200515627768,95.22623438005871
16.94927466860925,62.145023133860505
55.68012624583501,174.1914753836413
93.6154774160781,291.536467080107
69.6029796674973,218.21634089595716
57.0061170089365,170.215385950355
9.717649377076853,30.23168084985177
61.500722669916975,194.73322324561377
99.00538501042632,306.28874688931324
14.008401523652402,46.87889341320817
51.832965236373674,161.3201873922825
87.73730719279554,277.1555758489056
74.07686177542044,223.0895856044105
69.7015740995268,217.93440396677065
70.24840839871092,214.3298766290955
35.94911512197552,111.32357694333601
29.359184426449335,100.76899124325834
80.93611554785136,253.58626108647027
81.01133946791808,253.7285858557587
86.70723185801037,274.2600472241115
91.32405525564712,279.1191926583707
51.13423988609378,163.1763904573461
50.15162946871996,153.28302111000568
79.82951789667752,246.75771815745165
64.99639307777652,199.07817785275574
70.19668772577033,216.26903493226
79.57926694361011,247.90390000888874
89.00053418175663,266.2740577626356
33.79951568515358,121.04525798525896
37.5582952639944,110.63276412148528
9.3981939840869,24.695261662746574
57.8280140996174,186.59081841335265
3.5942273796742086,21.324320996763177
46.55980181324602,149.04824415910312
54.26446347075766,172.19180897712292
28.65412521282844,90.87664822855693
59.08332605690107,175.9691975703024
3.050024993904943,14.680706889070914
3.7348188749214417,11.464324644179545
82.26005606596583,258.60600633182173
36.019064141126286,112.0277907528639
12.706051265188478,37.33967341801785
52.224326005480435,159.42327712487034
76.99935530986109,238.88858610951266
21.582102749684317,65.80023637942513
62.28904758190003,186.11159997673505
8.5347464993768,32.31004997857379
5.16817211686077,22.21928234834337
53.1354631568148,160.85778724284648
54.06351216101065,163.8932683437037
63.742990149820656,197.85332001096543
72.60913337226616,212.69080972631718
97.58520794625346,287.9033774181245
51.630034830119534,154.86099494159154
32.2956472941246,100.39281182039088
79.51861947687037,245.73221138979716
27.083225126207424,96.57716889726913
43.89714207056361,142.69504357410497
7.845638134226595,27.417344692935796
2.535074341545751,12.47210956931843
96.26484146779251,286.77681885091283
83.59801205122058,255.664444201715
69.59742060936979,211.77165135566838
40.89529444142699,129.94491324664762
17.329432007084577,51.19767941638747
15.643704267108605,55.56653840101402
25.024289816459532,90.80204184039664
54.92266647061205,169.00667837263813
71.45959227000624,222.1907588647113
66.01973767177313,207.89022095729717
27.993389694594285,86.171625780582
95.48652806631941,293.0282315716311
73.78969166957685,226.45722181420314
55.43540525114007,171.98994844326202
61.17207462343522,183.10515538331742
41.96000624277899,131.05158994814954
24.773098950115745,82.80528488906538
35.597267865126156,121.94980884994376
75.78461104643691,239.06872892190717
1.4393488629755868,24.390323791507655
11.607264050691624,34.450359211858526
4.600264202175275,24.90703706357057
4.072880231897013,18.502034735859503
85.54605840110072,276.9667957358259
70.36578593800236,210.439269816521
47.41738290873252,141.37409583093213
9.783416065100148,30.15449967719229
49.16158751168324,137.61749246488105
47.34717707805657,143.36124608240436
17.320186991001517,51.64663234212866
43.385164923797305,136.20825127672538
39.85047343973734,126.94371214965214
61.585009805221645,202.88822529017614
63.50936508676438,202.1810621275955
4.530400977204452,14.552877341976535
37.46126146264712,111.09488168850287
62.58599157142364,196.20140891481645
